Year,Julian Day,Rainfall,Runoff (Q),Potential Evapotranspiration (E0),Crop Transpiration (Etrans),Maximum Sublimation (Esoil),SoilWater/L1,SoilWater/L2,SoilWater/L3,Esoil/L1,Esoil/L2,Esoil/L3,Perc/L1,Perc/L2,Perc/L3,Temp/L1,Temp/L2,Temp/L3,Surface Temp,Sediment Yield
,,mm,mm,mm d^-1,mm H2O,mm H2O,mm,mm,mm,mm H2O,mm H2O,mm H2O,mm H2O,mm H2O,mm H2O,C,C,C,C,metric tons
2,324,0.0,0.0,0.245,0.0,0.245,0.355,0.0,36.652,0.119,0.0,0.954,254.832,0.006,0.0,3.711,300.0,0.0,0.0,6.026
2,325,0.0,0.0,0.262,0.0,0.262,0.697,0.0,36.533,0.126,0.0,0.999,254.826,0.006,0.0,3.735,300.0,0.0,0.0,6.032
2,326,0.0,0.0,0.26,0.0,0.26,-0.78,0.0,36.406,0.124,0.0,0.762,254.82,0.006,0.0,3.607,300.0,0.0,0.0,5.996
2,327,0.0,0.0,0.179,0.0,0.179,-2.662,0.0,36.282,0.084,0.0,0.225,254.814,0.004,0.0,3.317,300.0,0.0,0.0,5.914
2,328,0.0,0.0,0.188,0.0,0.188,-2.93,0.0,36.198,0.088,0.0,-0.254,254.809,0.004,0.0,3.058,300.0,0.0,0.0,5.841
2,329,0.0,0.0,0.23,0.0,0.23,-1.003,0.0,36.11,0.107,0.0,-0.281,254.805,0.005,0.0,3.043,300.0,0.0,0.0,5.836
2,330,0.0,0.0,0.239,0.0,0.239,-0.172,0.0,36.003,0.11,0.0,-0.15,254.799,0.006,0.0,3.114,300.0,0.0,0.0,5.856
2,331,0.0,0.0,0.191,0.0,0.191,-2.313,0.0,35.892,0.087,0.0,-0.44,254.794,0.005,0.0,2.957,300.0,0.0,0.0,5.812
2,332,0.0,0.0,0.144,0.0,0.144,-3.97,0.0,35.805,0.065,0.0,-0.978,254.789,0.003,0.0,2.666,300.0,0.0,0.0,5.729
2,333,0.0,0.0,0.181,0.0,0.181,-3.522,0.0,35.74,0.082,0.0,-1.326,254.786,0.004,0.0,2.479,300.0,0.0,0.0,5.676
2,334,0.0,0.0,0.09,0.0,0.09,-4.602,0.0,35.658,0.04,0.0,-1.803,254.781,0.002,0.0,2.221,300.0,0.0,0.0,5.603
2,335,0.0,0.0,0.067,0.0,0.067,-6.153,0.0,35.618,0.03,0.0,-2.472,254.779,0.002,0.0,1.86,300.0,0.0,0.0,5.5
2,336,1.22,0.0,0.196,0.0,0.196,-3.625,0.0,35.588,0.087,0.0,-2.54,254.778,0.005,0.0,1.823,300.0,0.0,0.0,5.49
2,337,0.0,0.0,0.185,0.0,0.185,-3.433,0.0,36.72,0.091,0.0,-2.558,254.773,0.004,0.0,1.813,300.0,0.0,0.0,5.487
2,338,0.0,0.0,0.068,0.0,0.068,-5.476,0.0,36.629,0.033,0.0,-2.951,254.768,0.002,0.0,1.602,300.0,0.0,0.0,5.428
2,339,0.0,0.0,0.093,0.0,0.093,-5.192,0.0,36.596,0.045,0.0,-3.212,254.767,0.002,0.0,1.461,300.0,0.0,0.0,5.388
2,340,0.0,0.0,0.07,0.0,0.07,-6.943,0.0,36.551,0.034,0.0,-3.744,254.765,0.002,0.0,1.174,300.0,0.0,0.0,5.306
2,341,0.0,0.0,0.093,0.0,0.093,-6.666,0.0,36.517,0.045,0.0,-4.119,254.763,0.002,0.0,0.972,300.0,0.0,0.0,5.249
2,342,0.0,0.0,0.05,0.0,0.05,-7.492,0.0,36.473,0.024,0.0,-4.571,254.761,0.001,0.0,0.728,300.0,0.0,0.0,5.18
2,343,0.0,0.0,0.01,0.0,0.01,-8.442,0.0,36.449,0.005,0.0,-5.108,254.76,0.0,0.0,0.438,300.0,0.0,0.0,5.098
2,344,0.0,0.0,0.04,0.0,0.04,-7.781,0.0,36.444,0.019,0.0,-5.416,254.759,0.001,0.0,0.272,300.0,0.0,0.0,5.051
2,345,0.0,0.0,0.087,0.0,0.087,-6.629,0.0,36.425,0.042,0.0,-5.45,254.758,0.002,0.0,0.254,300.0,0.0,0.0,5.046
2,346,0.0,0.0,0.107,0.0,0.107,-5.766,0.0,36.383,0.051,0.0,-5.317,254.756,0.003,0.0,0.325,300.0,0.0,0.0,5.066
2,347,0.0,0.0,0.116,0.0,0.116,-5.614,0.0,36.332,0.055,0.0,-5.183,254.754,0.003,0.0,0.397,300.0,0.0,0.0,5.087
2,348,0.0,0.0,0.154,0.0,0.154,-4.713,0.0,36.277,0.073,0.0,-4.909,254.751,0.004,0.0,0.545,300.0,0.0,0.0,5.128
2,349,0.0,0.0,0.071,0.0,0.071,-6.011,0.0,36.205,0.033,0.0,-4.93,254.747,0.002,0.0,0.534,300.0,0.0,0.0,5.125
2,350,0.0,0.0,0.109,0.0,0.109,-5.312,0.0,36.171,0.051,0.0,-4.818,254.746,0.003,0.0,0.594,300.0,0.0,0.0,5.142
2,351,0.0,0.0,0.084,0.0,0.084,-4.966,0.0,36.12,0.039,0.0,-4.664,254.743,0.002,0.0,0.677,300.0,0.0,0.0,5.166
2,352,0.0,0.0,0.12,0.0,0.12,-4.263,0.0,36.081,0.056,0.0,-4.411,254.741,0.003,0.0,0.813,300.0,0.0,0.0,5.204
2,353,0.0,0.0,0.182,0.0,0.182,-2.604,0.0,36.025,0.084,0.0,-3.903,254.738,0.004,0.0,1.088,300.0,0.0,0.0,5.282
2,354,0.0,0.0,0.122,0.0,0.122,-2.753,0.0,35.941,0.056,0.0,-3.524,254.734,0.003,0.0,1.292,300.0,0.0,0.0,5.34
2,355,0.0,0.0,0.192,0.0,0.192,-1.574,0.0,35.885,0.088,0.0,-3.002,254.731,0.005,0.0,1.574,300.0,0.0,0.0,5.419
2,356,1.41,0.0,0.088,0.0,0.088,-0.034,0.0,35.798,0.04,0.0,-2.301,254.726,0.002,0.0,1.952,300.0,0.0,0.0,5.527
2,357,12.25,6.06,0.201,0.0,0.201,-2.787,0.458,37.169,0.102,0.0,-2.249,254.724,0.005,0.0,1.981,300.0,0.0,0.0,5.535
2,358,0.0,0.0,0.054,0.0,0.054,-5.772,0.0,43.256,0.046,0.0,-2.757,254.719,0.001,0.0,1.71,300.0,0.0,0.0,5.46
2,359,0.0,0.0,0.095,0.0,0.095,-5.916,0.0,43.211,0.08,0.0,-3.19,254.718,0.002,0.0,1.479,300.0,0.0,0.0,5.396
2,360,0.0,0.0,0.182,0.0,0.182,-2.674,0.0,43.131,0.152,0.0,-2.938,254.716,0.004,0.0,1.617,300.0,0.0,0.0,5.436
2,361,0.0,0.0,0.15,0.0,0.15,-1.65,0.0,42.979,0.124,0.0,-2.547,254.711,0.004,0.0,1.828,300.0,0.0,0.0,5.496
2,362,0.0,0.0,0.158,0.0,0.158,-2.422,0.0,42.855,0.129,0.0,-2.377,254.708,0.004,0.0,1.921,300.0,0.0,0.0,5.523
2,363,0.0,0.0,0.115,0.0,0.115,-4.08,0.0,42.726,0.093,0.0,-2.547,254.704,0.003,0.0,1.83,300.0,0.0,0.0,5.498
2,364,0.0,0.0,0.066,0.0,0.066,-3.952,0.0,42.633,0.053,0.0,-2.66,254.701,0.002,0.0,1.77,300.0,0.0,0.0,5.481
2,365,0.0,0.0,0.07,0.0,0.07,-4.313,0.0,42.58,0.056,0.0,-2.817,254.7,0.002,0.0,1.686,300.0,0.0,0.0,5.458
