Year,Julian Day,Rainfall,Runoff (Q),Potential Evapotranspiration (E0),Crop Transpiration (Etrans),Maximum Sublimation (Esoil),SoilWater/L1,SoilWater/L2,SoilWater/L3,Esoil/L1,Esoil/L2,Esoil/L3,Perc/L1,Perc/L2,Perc/L3,Temp/L1,Temp/L2,Temp/L3,Surface Temp,Sediment Yield
,,mm,mm,mm d^-1,mm H2O,mm H2O,mm,mm,mm,mm H2O,mm H2O,mm H2O,mm H2O,mm H2O,mm H2O,C,C,C,C,metric tons
1,274,1.02,0.0,1.34,0.0,1.34,8.527,0.0,45.0,1.308,0.0,11.281,255.0,0.032,0.0,9.545,300.0,0.0,0.0,7.832
1,275,0.0,0.0,1.575,0.0,1.575,10.596,0.0,44.708,1.5,0.0,11.087,254.968,0.038,0.0,9.387,300.0,0.0,0.0,7.756
1,276,0.0,0.0,1.51,0.0,1.51,14.581,0.0,43.208,1.269,0.0,11.668,254.93,0.036,0.0,9.656,300.0,0.0,0.0,7.807
1,277,25.65,2.24,1.355,0.0,1.355,12.774,0.15,41.939,1.025,0.0,11.799,254.894,0.032,0.0,9.693,300.0,0.0,0.0,7.797
1,278,0.0,0.0,1.173,0.0,1.173,7.323,0.0,64.328,1.145,18.974,10.898,254.862,0.028,0.0,9.18,300.0,0.0,0.0,7.636
1,279,0.0,0.0,0.985,0.0,0.985,6.568,0.0,44.209,0.9,0.0,10.038,273.807,0.024,8.115,8.695,300.0,0.0,0.0,7.486
1,280,0.0,0.0,1.109,0.0,1.109,7.939,0.0,43.309,0.94,0.0,9.602,265.669,0.027,4.603,8.443,308.115,0.0,3.093,7.404
1,281,0.0,0.0,1.168,0.0,1.168,10.205,0.0,42.369,0.916,0.0,9.672,261.039,0.028,2.606,8.464,309.624,0.0,3.669,7.401
1,282,0.0,0.0,1.23,0.0,1.23,11.436,0.0,41.453,0.893,0.0,9.955,258.405,0.029,1.469,8.604,308.561,0.0,3.264,7.433
1,283,0.0,0.0,0.681,0.0,0.681,3.406,0.0,40.56,0.459,0.0,8.7,256.906,0.016,0.823,7.921,306.767,0.0,2.58,7.236
1,284,2.79,0.0,0.703,0.0,0.703,3.473,0.0,40.101,0.456,0.0,7.708,256.068,0.017,0.461,7.381,305.01,0.0,1.91,7.08
1,285,5.33,0.0,0.585,0.0,0.585,-0.209,0.0,42.439,0.461,0.0,6.236,255.59,0.014,0.255,6.584,303.561,0.0,1.357,6.853
1,286,0.0,0.0,0.388,0.0,0.388,-2.107,0.0,47.312,0.379,2.269,4.708,255.321,0.009,0.139,5.76,302.458,0.0,0.937,6.62
1,287,0.71,0.0,0.443,0.0,0.443,0.211,0.0,44.664,0.42,0.0,3.913,257.443,0.011,1.054,5.329,301.66,0.0,0.633,6.497
1,288,0.2,0.0,0.629,0.0,0.629,0.418,0.0,44.949,0.611,0.0,3.315,256.378,0.015,0.595,5.005,302.081,0.0,0.793,6.404
1,289,0.0,0.0,0.922,0.0,0.922,3.318,0.0,44.539,0.866,0.0,3.372,255.768,0.022,0.332,5.033,301.882,0.0,0.718,6.41
1,290,22.35,1.37,0.325,0.0,0.325,6.311,0.087,43.673,0.284,0.0,3.969,255.415,0.008,0.179,5.352,301.496,0.0,0.57,6.499
1,291,0.25,0.0,0.651,0.0,0.651,5.023,0.0,64.366,0.635,19.012,4.21,255.228,0.016,0.098,5.482,301.105,0.0,0.421,6.535
1,292,3.99,0.0,0.271,0.0,0.271,1.955,0.0,44.973,0.264,0.0,3.837,274.126,0.006,8.252,5.283,300.782,0.0,0.298,6.48
1,293,0.0,0.0,0.348,0.0,0.348,0.566,0.0,48.701,0.34,3.633,3.283,265.867,0.008,4.689,4.989,308.736,0.0,3.33,6.399
1,294,0.0,0.0,0.42,0.0,0.42,2.053,0.0,44.728,0.401,0.0,3.114,264.803,0.01,4.23,4.899,310.095,0.0,3.848,6.374
1,295,0.0,0.0,0.469,0.0,0.469,0.186,0.0,44.327,0.433,0.0,2.634,260.563,0.011,2.4,4.642,310.476,0.0,3.994,6.303
1,296,0.0,0.0,0.325,0.0,0.325,0.177,0.0,43.895,0.289,0.0,2.248,258.152,0.008,1.36,4.434,308.883,0.0,3.386,6.244
1,297,0.51,0.0,0.4,0.0,0.4,-0.367,0.0,43.605,0.348,0.0,1.838,256.784,0.01,0.77,4.213,306.856,0.0,2.614,6.181
1,298,0.36,0.0,0.505,0.0,0.505,0.379,0.0,43.766,0.445,0.0,1.648,256.005,0.012,0.433,4.109,305.012,0.0,1.911,6.151
1,299,0.0,0.0,0.593,0.0,0.593,2.077,0.0,43.684,0.519,0.0,1.81,255.559,0.014,0.241,4.193,303.535,0.0,1.348,6.173
1,300,0.0,0.0,0.441,0.0,0.441,1.464,0.0,43.165,0.369,0.0,1.825,255.304,0.011,0.131,4.199,302.429,0.0,0.926,6.174
1,301,0.0,0.0,0.719,0.0,0.719,3.119,0.0,42.796,0.584,0.0,2.143,255.162,0.017,0.07,4.368,301.634,0.0,0.623,6.22
1,302,0.0,0.0,0.576,0.0,0.576,2.067,0.0,42.212,0.446,0.0,2.203,255.075,0.014,0.032,4.399,301.081,0.0,0.412,6.228
1,303,0.0,0.0,0.6,0.0,0.6,2.431,0.0,41.766,0.447,0.0,2.319,255.029,0.014,0.012,4.459,300.701,0.0,0.267,6.244
1,304,0.0,0.0,0.752,0.0,0.752,4.417,0.0,41.319,0.54,0.0,2.777,255.002,0.018,0.001,4.705,300.446,0.0,0.17,6.313
1,305,0.0,0.0,0.301,0.0,0.301,-0.601,0.0,40.779,0.207,0.0,2.218,254.983,0.007,0.0,4.402,300.277,0.0,0.106,6.227
1,306,0.0,0.0,0.322,0.0,0.322,-1.102,0.0,40.572,0.217,0.0,1.678,254.976,0.008,0.0,4.11,300.171,0.0,0.065,6.144
1,307,0.0,0.0,0.276,0.0,0.276,-2.267,0.0,40.355,0.183,0.0,1.031,254.968,0.007,0.0,3.761,300.106,0.0,0.04,6.044
1,308,0.0,0.0,0.308,0.0,0.308,-1.102,0.0,40.172,0.201,0.0,0.729,254.962,0.007,0.0,3.597,300.066,0.0,0.025,5.998
1,309,0.0,0.0,0.35,0.0,0.35,0.888,0.0,39.971,0.225,0.0,0.854,254.954,0.008,0.0,3.664,300.041,0.0,0.015,6.016
1,310,0.0,0.0,0.571,0.0,0.571,3.348,0.0,39.746,0.36,0.0,1.408,254.946,0.014,0.0,3.962,300.025,0.0,0.01,6.1
1,311,0.0,0.0,0.492,0.0,0.492,3.679,0.0,39.387,0.301,0.0,1.913,254.932,0.012,0.0,4.233,300.016,0.0,0.006,6.176
1,312,0.51,0.0,0.366,0.0,0.366,5.215,0.0,39.086,0.218,0.0,2.6,254.92,0.009,0.0,4.603,300.01,0.0,0.004,6.281
1,313,0.0,0.0,0.695,0.0,0.695,7.389,0.0,39.376,0.425,0.0,3.551,254.912,0.017,0.0,5.115,300.006,0.0,0.002,6.425
1,314,0.18,0.0,0.479,0.0,0.479,3.697,0.0,38.951,0.282,0.0,3.63,254.895,0.011,0.0,5.157,300.004,0.0,0.001,6.437
1,315,0.0,0.0,0.172,0.0,0.172,-0.325,0.0,38.85,0.101,0.0,2.951,254.883,0.004,0.0,4.791,300.002,0.0,0.001,6.333
1,316,0.0,0.0,0.236,0.0,0.236,-1.269,0.0,38.75,0.137,0.0,2.234,254.879,0.006,0.0,4.404,300.001,0.0,0.001,6.224
1,317,0.0,0.0,0.272,0.0,0.272,-0.349,0.0,38.613,0.156,0.0,1.83,254.874,0.007,0.0,4.186,300.001,0.0,0.0,6.162
1,318,1.41,0.0,0.114,0.0,0.114,0.204,0.0,38.457,0.064,0.0,1.609,254.867,0.003,0.0,4.066,300.001,0.0,0.0,6.128
1,319,0.0,0.0,0.167,0.0,0.167,0.035,0.0,39.803,0.106,0.0,1.4,254.864,0.004,0.0,3.954,300.0,0.0,0.0,6.096
1,320,4.23,0.66,0.311,0.0,0.311,0.782,0.038,39.698,0.195,0.0,1.372,254.86,0.007,0.0,3.939,300.0,0.0,0.0,6.092
1,321,0.0,0.0,0.229,0.0,0.229,0.003,0.0,43.078,0.19,0.0,1.205,254.853,0.005,0.0,3.85,300.0,0.0,0.0,6.067
1,322,0.0,0.0,0.288,0.0,0.288,-0.258,0.0,42.887,0.236,0.0,1.024,254.848,0.007,0.0,3.753,300.0,0.0,0.0,6.04
1,323,0.0,0.0,0.217,0.0,0.217,-0.297,0.0,42.651,0.174,0.0,0.872,254.841,0.005,0.0,3.672,300.0,0.0,0.0,6.018
1,324,0.0,0.0,0.25,0.0,0.25,-0.17,0.0,42.477,0.198,0.0,0.773,254.835,0.006,0.0,3.619,300.0,0.0,0.0,6.003
1,325,2.12,0.03,0.316,0.0,0.316,0.35,0.001,42.28,0.246,0.0,0.791,254.829,0.008,0.0,3.629,300.0,0.0,0.0,6.006
1,326,3.31,0.32,0.428,0.0,0.428,1.993,0.017,44.116,0.388,0.0,1.108,254.822,0.01,0.0,3.8,300.0,0.0,0.0,6.054
1,327,0.0,0.0,0.342,0.0,0.342,1.907,0.0,46.716,0.334,1.685,1.346,254.812,0.008,0.0,3.929,300.0,0.0,0.0,6.091
1,328,0.0,0.0,0.448,0.0,0.448,2.676,0.0,44.698,0.426,0.0,1.678,256.488,0.011,0.642,4.108,300.0,0.0,0.0,6.142
1,329,0.0,0.0,0.429,0.0,0.429,3.215,0.0,44.271,0.394,0.0,2.043,255.835,0.01,0.36,4.305,300.642,0.0,0.245,6.198
1,330,0.0,0.0,0.334,0.0,0.334,2.879,0.0,43.877,0.297,0.0,2.273,255.465,0.008,0.2,4.429,300.758,0.0,0.289,6.233
1,331,10.16,0.0,0.17,0.0,0.17,2.888,0.0,43.58,0.147,0.0,2.459,255.256,0.004,0.111,4.529,300.669,0.0,0.255,6.261
1,332,5.33,0.0,0.184,0.0,0.184,2.096,0.0,53.593,0.18,8.436,2.462,255.142,0.004,0.061,4.533,300.525,0.0,0.2,6.263
1,333,6.6,0.0,0.394,0.0,0.394,3.435,0.0,50.312,0.385,5.215,2.711,263.512,0.009,3.673,4.669,300.386,0.0,0.147,6.303
1,334,0.0,0.0,0.232,0.0,0.232,-1.528,0.0,51.317,0.226,6.201,1.996,265.044,0.006,4.334,4.291,303.911,0.0,1.491,6.2
1,335,0.0,0.0,0.094,0.0,0.094,-4.433,0.0,44.889,0.091,0.0,0.889,266.906,0.002,5.137,3.703,306.754,0.0,2.575,6.038
1,336,0.0,0.0,0.174,0.0,0.174,-3.329,0.0,44.798,0.167,0.0,0.206,261.767,0.004,2.92,3.339,309.316,0.0,3.552,5.937
1,337,0.51,0.0,0.098,0.0,0.098,-4.55,0.0,44.631,0.093,0.0,-0.566,258.843,0.002,1.658,2.926,308.684,0.0,3.311,5.822
1,338,0.0,0.0,0.079,0.0,0.079,-5.192,0.0,45.047,0.077,0.046,-1.302,257.182,0.002,0.942,2.53,307.032,0.0,2.681,5.711
1,339,0.0,0.0,0.078,0.0,0.078,-6.445,0.0,44.924,0.076,0.0,-2.123,256.285,0.002,0.554,2.088,305.293,0.0,2.018,5.586
1,340,0.0,0.0,0.168,0.0,0.168,-4.857,0.0,44.848,0.162,0.0,-2.486,255.728,0.004,0.314,1.891,303.829,0.0,1.46,5.529
1,341,0.0,0.0,0.108,0.0,0.108,-5.713,0.0,44.686,0.103,0.0,-2.935,255.41,0.003,0.177,1.647,302.684,0.0,1.023,5.459
1,342,0.0,0.0,0.044,0.0,0.044,-6.977,0.0,44.584,0.041,0.0,-3.528,255.231,0.001,0.099,1.326,301.838,0.0,0.701,5.368
1,343,0.0,0.0,0.144,0.0,0.144,-4.603,0.0,44.542,0.135,0.0,-3.564,255.13,0.003,0.056,1.304,301.237,0.0,0.471,5.361
1,344,0.0,0.0,0.255,0.0,0.255,-1.259,0.0,44.407,0.237,0.0,-2.976,255.07,0.006,0.03,1.618,300.821,0.0,0.313,5.448
1,345,1.41,0.0,0.31,0.0,0.31,0.021,0.0,44.17,0.282,0.0,-2.269,255.034,0.007,0.015,1.996,300.539,0.0,0.205,5.553
1,346,5.29,1.22,0.221,0.0,0.221,-0.459,0.076,45.299,0.216,0.293,-1.793,255.012,0.005,0.005,2.251,300.348,0.0,0.133,5.624
1,347,9.22,3.86,0.264,0.0,0.264,0.869,0.277,48.867,0.258,3.796,-1.166,255.295,0.006,0.127,2.588,300.22,0.0,0.084,5.719
1,348,0.25,0.0,0.185,0.0,0.185,0.267,0.0,50.178,0.181,5.083,-0.775,258.957,0.004,1.708,2.799,300.264,0.0,0.1,5.779
1,349,0.0,0.0,0.282,0.0,0.282,1.781,0.0,45.168,0.275,0.165,-0.184,262.329,0.007,3.162,3.118,301.871,0.0,0.713,5.869
1,350,0.0,0.0,0.145,0.0,0.145,-0.169,0.0,44.728,0.138,0.0,-0.07,259.325,0.003,1.866,3.18,304.32,0.0,1.647,5.887
1,351,0.0,0.0,0.22,0.0,0.22,0.327,0.0,44.589,0.208,0.0,0.112,257.455,0.005,1.059,3.278,304.539,0.0,1.73,5.914
1,352,0.0,0.0,0.193,0.0,0.193,-1.12,0.0,44.382,0.179,0.0,-0.009,256.391,0.005,0.6,3.212,303.868,0.0,1.475,5.896
1,353,0.0,0.0,0.189,0.0,0.189,-1.833,0.0,44.203,0.173,0.0,-0.238,255.786,0.005,0.339,3.089,302.993,0.0,1.141,5.861
1,354,0.0,0.0,0.293,0.0,0.293,-1.044,0.0,44.03,0.264,0.0,-0.275,255.442,0.007,0.191,3.067,302.191,0.0,0.835,5.854
1,355,1.27,0.0,0.197,0.0,0.197,0.068,0.0,43.767,0.173,0.0,-0.1,255.244,0.005,0.105,3.16,301.547,0.0,0.59,5.88
1,356,12.19,6.16,0.086,0.0,0.086,0.012,0.467,44.863,0.083,0.0,0.03,255.134,0.002,0.058,3.229,301.063,0.0,0.405,5.899
1,357,22.8,15.7,0.104,0.0,0.104,0.119,1.328,50.815,0.102,5.709,0.154,255.074,0.002,0.032,3.297,300.715,0.0,0.273,5.918
1,358,0.0,0.0,0.191,0.0,0.191,-1.627,0.0,52.108,0.186,6.978,-0.069,260.748,0.005,2.48,3.181,300.475,0.0,0.181,5.887
1,359,0.0,0.0,0.28,0.0,0.28,-1.263,0.0,44.944,0.272,0.0,-0.18,265.242,0.007,4.419,3.124,302.774,0.0,1.058,5.872
1,360,0.0,0.0,0.114,0.0,0.114,-2.11,0.0,44.672,0.108,0.0,-0.424,260.816,0.003,2.509,2.994,306.136,0.0,2.339,5.837
1,361,0.0,0.0,0.122,0.0,0.122,-2.384,0.0,44.564,0.115,0.0,-0.671,258.304,0.003,1.425,2.862,306.306,0.0,2.404,5.8
1,362,0.0,0.0,0.168,0.0,0.168,-0.972,0.0,44.449,0.157,0.0,-0.608,256.875,0.004,0.809,2.895,305.328,0.0,2.031,5.809
1,363,0.0,0.0,0.12,0.0,0.12,-0.405,0.0,44.292,0.11,0.0,-0.454,256.062,0.003,0.458,2.977,304.106,0.0,1.565,5.832
1,364,1.26,0.0,0.081,0.0,0.081,-0.304,0.0,44.182,0.074,0.0,-0.311,255.601,0.002,0.259,3.052,302.999,0.0,1.143,5.852
1,365,4.15,0.66,0.12,0.0,0.12,0.31,0.038,45.363,0.117,0.357,-0.084,255.34,0.003,0.147,3.173,302.115,0.0,0.806,5.885
2,1,15.18,8.77,0.164,0.0,0.164,0.171,0.693,48.377,0.16,3.316,0.072,255.547,0.004,0.236,3.256,301.455,0.0,0.555,5.908
2,2,0.0,0.0,0.203,0.0,0.203,-1.027,0.0,51.314,0.198,6.199,-0.023,258.623,0.005,1.563,3.207,301.136,0.0,0.433,5.895
2,3,0.0,0.0,0.278,0.0,0.278,-0.662,0.0,44.918,0.269,0.0,-0.033,263.253,0.007,3.561,3.203,302.266,0.0,0.864,5.895
2,4,6.35,1.91,0.337,0.0,0.337,1.017,0.126,44.648,0.319,0.0,0.27,259.686,0.008,2.022,3.365,304.963,0.0,1.892,5.94
2,5,0.62,0.0,0.248,0.0,0.248,1.937,0.0,48.772,0.242,3.703,0.681,257.656,0.006,1.146,3.587,305.093,0.0,1.942,6.003
2,6,0.0,0.0,0.242,0.0,0.242,1.217,0.0,45.45,0.236,0.442,0.878,260.207,0.006,2.247,3.692,304.297,0.0,1.638,6.032
2,7,0.0,0.0,0.191,0.0,0.191,-0.561,0.0,44.772,0.183,0.0,0.707,258.397,0.005,1.465,3.6,304.906,0.0,1.87,6.007
2,8,0.0,0.0,0.276,0.0,0.276,-1.525,0.0,44.589,0.26,0.0,0.392,256.926,0.007,0.831,3.431,304.501,0.0,1.716,5.959
2,9,0.0,0.0,0.23,0.0,0.23,-2.459,0.0,44.329,0.212,0.0,-0.033,256.089,0.006,0.47,3.202,303.616,0.0,1.379,5.894
2,10,0.0,0.0,0.14,0.0,0.14,-4.697,0.0,44.117,0.127,0.0,-0.785,255.613,0.003,0.265,2.796,302.707,0.0,1.032,5.779
2,11,0.0,0.0,0.242,0.0,0.242,-3.079,0.0,43.99,0.217,0.0,-1.088,255.345,0.006,0.149,2.632,301.94,0.0,0.74,5.732
2,12,0.36,0.0,0.304,0.0,0.304,-0.156,0.0,43.772,0.268,0.0,-0.792,255.191,0.007,0.082,2.789,301.349,0.0,0.514,5.776
2,13,0.0,0.0,0.166,0.0,0.166,-4.095,0.0,43.867,0.147,0.0,-1.282,255.101,0.004,0.044,2.525,300.917,0.0,0.35,5.701
2,14,0.0,0.0,0.102,0.0,0.102,-5.414,0.0,43.72,0.089,0.0,-1.917,255.053,0.002,0.023,2.182,300.611,0.0,0.233,5.603
2,15,0.0,0.0,0.136,0.0,0.136,-4.938,0.0,43.631,0.118,0.0,-2.337,255.028,0.003,0.012,1.954,300.401,0.0,0.153,5.539
2,16,0.0,0.0,0.095,0.0,0.095,-6.945,0.0,43.512,0.082,0.0,-3.044,255.013,0.002,0.005,1.573,300.26,0.0,0.099,5.431
2,17,0.0,0.0,0.052,0.0,0.052,-8.291,0.0,43.43,0.045,0.0,-3.858,255.005,0.001,0.002,1.134,300.167,0.0,0.063,5.307
2,18,0.0,0.0,0.114,0.0,0.114,-7.64,0.0,43.386,0.097,0.0,-4.388,255.002,0.003,0.001,0.848,300.105,0.0,0.04,5.226
2,19,0.0,0.0,0.138,0.0,0.138,-4.887,0.0,43.288,0.117,0.0,-4.305,254.998,0.003,0.0,0.892,300.066,0.0,0.025,5.238
2,20,0.0,0.0,0.071,0.0,0.071,-7.851,0.0,43.172,0.06,0.0,-4.785,254.995,0.002,0.0,0.633,300.041,0.0,0.016,5.164
2,21,0.0,0.0,0.102,0.0,0.102,-6.629,0.0,43.112,0.085,0.0,-4.944,254.993,0.002,0.0,0.547,300.025,0.0,0.01,5.14
2,22,0.0,0.0,0.119,0.0,0.119,-5.369,0.0,43.027,0.099,0.0,-4.839,254.991,0.003,0.0,0.603,300.016,0.0,0.006,5.155
2,23,0.0,0.0,0.156,0.0,0.156,-4.817,0.0,42.929,0.128,0.0,-4.653,254.988,0.004,0.0,0.703,300.01,0.0,0.004,5.183
2,24,0.0,0.0,0.177,0.0,0.177,-4.888,0.0,42.8,0.144,0.0,-4.517,254.984,0.004,0.0,0.776,300.006,0.0,0.002,5.204
2,25,0.0,0.0,0.159,0.0,0.159,-5.49,0.0,42.657,0.128,0.0,-4.519,254.98,0.004,0.0,0.774,300.004,0.0,0.001,5.203
2,26,0.0,0.0,0.156,0.0,0.156,-5.696,0.0,42.529,0.124,0.0,-4.559,254.976,0.004,0.0,0.752,300.002,0.0,0.001,5.197
2,27,0.0,0.0,0.379,0.0,0.379,-1.54,0.0,42.405,0.298,0.0,-3.824,254.972,0.009,0.0,1.147,300.001,0.0,0.001,5.308
2,28,0.0,0.0,0.185,0.0,0.185,-5.133,0.0,42.107,0.142,0.0,-3.899,254.963,0.004,0.0,1.106,300.001,0.0,0.0,5.296
2,29,0.0,0.0,0.097,0.0,0.097,-7.443,0.0,41.965,0.074,0.0,-4.386,254.959,0.002,0.0,0.844,300.001,0.0,0.0,5.222
2,30,0.0,0.0,0.125,0.0,0.125,-7.278,0.0,41.892,0.094,0.0,-4.744,254.956,0.003,0.0,0.651,300.0,0.0,0.0,5.167
2,31,0.0,0.0,0.074,0.0,0.074,-8.676,0.0,41.798,0.055,0.0,-5.289,254.953,0.002,0.0,0.357,300.0,0.0,0.0,5.084
2,32,0.0,0.0,0.068,0.0,0.068,-8.998,0.0,41.742,0.051,0.0,-5.785,254.952,0.002,0.0,0.09,300.0,0.0,0.0,5.008
2,33,0.0,0.0,0.056,0.0,0.056,-9.645,0.0,41.692,0.041,0.0,-6.3,254.95,0.001,0.0,-0.188,300.0,0.0,0.0,4.93
2,34,0.0,0.0,0.001,0.0,0.001,-11.748,0.0,41.65,0.001,0.0,-7.101,254.949,0.0,0.0,-0.62,300.0,0.0,0.0,4.808
2,35,0.0,0.0,0.001,0.0,0.001,-15.112,0.0,41.649,0.001,0.0,-8.362,254.949,0.0,0.0,-1.299,300.0,0.0,0.0,4.616
2,36,0.0,0.0,0.001,0.0,0.001,-16.615,0.0,41.649,0.001,0.0,-9.649,254.949,0.0,0.0,-1.992,300.0,0.0,0.0,4.421
2,37,0.0,0.0,0.001,0.0,0.001,-15.795,0.0,41.648,0.001,0.0,-10.527,254.949,0.0,0.0,-2.465,300.0,0.0,0.0,4.287
2,38,0.0,0.0,0.001,0.0,0.001,-13.603,0.0,41.647,0.001,0.0,-10.824,254.949,0.0,0.0,-2.625,300.0,0.0,0.0,4.242
2,39,0.0,0.0,0.022,0.0,0.022,-11.896,0.0,41.646,0.016,0.0,-10.747,254.949,0.001,0.0,-2.584,300.0,0.0,0.0,4.254
2,40,0.0,0.0,0.051,0.0,0.051,-11.639,0.0,41.63,0.038,0.0,-10.639,254.948,0.001,0.0,-2.525,300.0,0.0,0.0,4.27
2,41,0.0,0.0,0.03,0.0,0.03,-11.308,0.0,41.593,0.022,0.0,-10.49,254.947,0.001,0.0,-2.446,300.0,0.0,0.0,4.292
2,42,0.0,0.0,0.031,0.0,0.031,-11.727,0.0,41.571,0.023,0.0,-10.449,254.946,0.001,0.0,-2.423,300.0,0.0,0.0,4.299
2,43,0.0,0.0,0.178,0.0,0.178,-9.001,0.0,41.548,0.13,0.0,-9.913,254.945,0.004,0.0,-2.135,300.0,0.0,0.0,4.38
2,44,0.0,0.0,0.154,0.0,0.154,-7.58,0.0,41.418,0.112,0.0,-9.222,254.941,0.004,0.0,-1.763,300.0,0.0,0.0,4.485
2,45,0.0,0.0,0.079,0.0,0.079,-9.701,0.0,41.306,0.057,0.0,-9.061,254.937,0.002,0.0,-1.676,300.0,0.0,0.0,4.509
2,46,0.0,0.0,0.089,0.0,0.089,-10.332,0.0,41.249,0.064,0.0,-9.048,254.936,0.002,0.0,-1.67,300.0,0.0,0.0,4.511
2,47,0.0,0.0,0.088,0.0,0.088,-10.939,0.0,41.186,0.063,0.0,-9.15,254.933,0.002,0.0,-1.725,300.0,0.0,0.0,4.495
2,48,0.0,0.0,0.175,0.0,0.175,-10.071,0.0,41.123,0.124,0.0,-9.071,254.931,0.004,0.0,-1.683,300.0,0.0,0.0,4.507
2,49,0.0,0.0,0.228,0.0,0.228,-7.275,0.0,41.0,0.159,0.0,-8.492,254.927,0.005,0.0,-1.371,300.0,0.0,0.0,4.595
2,50,0.0,0.0,0.176,0.0,0.176,-7.569,0.0,40.84,0.121,0.0,-8.083,254.922,0.004,0.0,-1.151,300.0,0.0,0.0,4.657
2,51,0.0,0.0,0.549,0.0,0.549,-2.833,0.0,40.719,0.375,0.0,-6.882,254.917,0.013,0.0,-0.505,300.0,0.0,0.0,4.839
2,52,0.0,0.0,0.536,0.0,0.536,-0.983,0.0,40.344,0.355,0.0,-5.58,254.904,0.013,0.0,0.197,300.0,0.0,0.0,5.037
2,53,7.06,2.23,0.751,0.0,0.751,1.529,0.149,39.989,0.483,0.0,-4.075,254.891,0.018,0.0,1.007,300.0,0.0,0.0,5.265
2,54,0.0,0.0,0.388,0.0,0.388,-2.241,0.0,44.334,0.358,0.0,-3.566,254.873,0.009,0.0,1.283,300.0,0.0,0.0,5.344
2,55,0.0,0.0,0.246,0.0,0.246,-3.87,0.0,43.976,0.22,0.0,-3.459,254.864,0.006,0.0,1.341,300.0,0.0,0.0,5.361
2,56,0.0,0.0,0.225,0.0,0.225,-4.144,0.0,43.756,0.198,0.0,-3.425,254.858,0.005,0.0,1.36,300.0,0.0,0.0,5.367
2,57,0.0,0.0,0.254,0.0,0.254,-2.676,0.0,43.558,0.22,0.0,-3.126,254.853,0.006,0.0,1.522,300.0,0.0,0.0,5.413
2,58,0.0,0.0,0.285,0.0,0.285,-2.754,0.0,43.338,0.242,0.0,-2.902,254.847,0.007,0.0,1.643,300.0,0.0,0.0,5.447
2,59,0.0,0.0,0.345,0.0,0.345,-2.313,0.0,43.096,0.287,0.0,-2.641,254.84,0.008,0.0,1.783,300.0,0.0,0.0,5.487
2,60,0.0,0.0,0.314,0.0,0.314,-1.486,0.0,42.808,0.255,0.0,-2.279,254.832,0.008,0.0,1.978,300.0,0.0,0.0,5.541
2,61,0.0,0.0,0.164,0.0,0.164,-2.036,0.0,42.553,0.131,0.0,-2.092,254.824,0.004,0.0,2.079,300.0,0.0,0.0,5.57
2,62,0.0,0.0,0.422,0.0,0.422,-3.573,0.0,42.422,0.332,0.0,-2.226,254.82,0.01,0.0,2.006,300.0,0.0,0.0,5.549
2,63,0.0,0.0,0.221,0.0,0.221,-7.144,0.0,42.09,0.169,0.0,-2.992,254.81,0.005,0.0,1.594,300.0,0.0,0.0,5.433
2,64,0.0,0.0,0.361,0.0,0.361,-5.655,0.0,41.921,0.273,0.0,-3.33,254.805,0.009,0.0,1.412,300.0,0.0,0.0,5.381
2,65,0.0,0.0,0.189,0.0,0.189,-10.21,0.0,41.648,0.14,0.0,-4.441,254.796,0.005,0.0,0.813,300.0,0.0,0.0,5.212
2,66,0.0,0.0,0.126,0.0,0.126,-10.937,0.0,41.509,0.092,0.0,-5.463,254.792,0.003,0.0,0.262,300.0,0.0,0.0,5.056
2,67,0.0,0.0,0.242,0.0,0.242,-9.041,0.0,41.417,0.175,0.0,-5.932,254.789,0.006,0.0,0.009,300.0,0.0,0.0,4.985
2,68,0.0,0.0,0.375,0.0,0.375,-6.244,0.0,41.242,0.268,0.0,-5.791,254.783,0.009,0.0,0.085,300.0,0.0,0.0,5.006
2,69,6.35,1.79,0.84,0.0,0.84,0.751,0.117,40.974,0.586,0.0,-4.387,254.774,0.02,0.0,0.841,300.0,0.0,0.0,5.219
2,70,0.0,0.0,0.797,0.0,0.797,0.129,0.0,44.947,0.774,0.0,-3.378,254.754,0.019,0.0,1.385,300.0,0.0,0.0,5.373
2,71,47.7,39.45,0.843,0.0,0.843,0.595,3.659,44.173,0.768,0.0,-2.485,254.735,0.02,0.0,1.866,300.0,0.0,0.0,5.509
2,72,3.23,0.31,0.814,0.0,0.814,4.398,0.017,51.655,0.794,6.533,-1.069,254.715,0.019,0.0,2.629,300.0,0.0,0.0,5.725
2,73,0.0,0.0,1.177,0.0,1.177,7.232,0.0,47.239,1.149,2.198,0.587,261.229,0.028,2.687,3.52,300.0,0.0,0.0,5.976
2,74,0.0,0.0,0.68,0.0,0.68,1.628,0.0,43.892,0.605,0.0,0.878,260.711,0.016,2.464,3.679,302.687,0.0,1.024,6.022
2,75,0.0,0.0,0.454,0.0,0.454,-3.044,0.0,43.287,0.384,0.0,0.249,258.231,0.011,1.394,3.343,304.127,0.0,1.573,5.929
2,76,0.0,0.0,0.524,0.0,0.524,-2.884,0.0,42.903,0.429,0.0,-0.225,256.826,0.013,0.788,3.09,303.948,0.0,1.505,5.858
2,77,0.0,0.0,0.583,0.0,0.583,-1.449,0.0,42.473,0.461,0.0,-0.34,256.025,0.014,0.442,3.028,303.231,0.0,1.232,5.841
