jday,high,low,"Thu,mx","Thu,min",HU,sumHU,frPHU
218,20.4,12.2,20.4,12.2,6.3,792.55,0.660458
219,22.9,9.6,22.9,10,6.45,799,0.665833
220,25.1,10.9,25.1,10.9,8,807,0.6725
221,24.5,15.4,24.5,15.4,9.95,816.95,0.680792
222,29.4,17,29.4,17,13.2,830.15,0.691792
223,30.9,15.2,30,15.2,12.6,842.75,0.702292
224,29.5,16.9,29.5,16.9,13.2,855.95,0.713292
225,31,15.9,30,15.9,12.95,868.9,0.724083
226,29.3,18.1,29.3,18.1,13.7,882.6,0.7355
227,26.8,18.7,26.8,18.7,12.75,895.35,0.746125
228,28.1,15.9,28.1,15.9,12,907.35,0.756125
229,29.4,18.8,29.4,18.8,14.1,921.45,0.767875
230,23.8,17.3,23.8,17.3,10.55,932,0.776667
231,27.2,19,27.2,19,13.1,945.1,0.787583
232,24,15,24,15,9.5,954.6,0.7955
233,24.9,10.9,24.9,10.9,7.9,962.5,0.802083
234,23.9,14.9,23.9,14.9,9.4,971.9,0.809917
235,29.4,19.4,29.4,19.4,14.4,986.3,0.821917
236,29.6,18.4,29.6,18.4,14,1000.3,0.833583
237,30.6,17.8,30,17.8,13.9,1014.2,0.845167
238,30.5,21.2,30,21.2,15.6,1029.8,0.858167
239,28.9,17,28.9,17,12.95,1042.75,0.868958
240,24.1,15.9,24.1,15.9,10,1052.75,0.877292
241,22.2,15.4,22.2,15.4,8.8,1061.55,0.884625
242,27.1,16.9,27.1,16.9,12,1073.55,0.894625
243,21.5,8.7,21.5,10,5.75,1079.3,0.899417
244,22.6,6.6,22.6,10,6.3,1085.6,0.904667
245,24.9,14.8,24.9,14.8,9.85,1095.45,0.912875
246,21.6,8.8,21.6,10,5.8,1101.25,0.917708
247,24.1,6.9,24.1,10,7.05,1108.3,0.923583
248,18.8,8.3,18.8,10,4.4,1112.7,0.92725
249,20.2,6.9,20.2,10,5.1,1117.8,0.9315
250,20.2,5.2,20.2,10,5.1,1122.9,0.93575
251,20.4,6.4,20.4,10,5.2,1128.1,0.940083
252,22.2,10.3,22.2,10.3,6.25,1134.35,0.945292
253,15.6,3.2,15.6,10,2.8,1137.15,0.947625
254,18.9,1.6,18.9,10,4.45,1141.6,0.951333
255,26.4,13.1,26.4,13.1,9.75,1151.35,0.959458
256,23.1,19,23.1,19,11.05,1162.4,0.968667
257,20.4,8.7,20.4,10,5.2,1167.6,0.973
258,10.6,6.7,10.6,10,0.3,1167.9,0.97325
259,14.6,4.6,14.6,10,2.3,1170.2,0.975167
260,18.9,3.6,18.9,10,4.45,1174.65,0.978875
261,19.1,5.6,19.1,10,4.55,1179.2,0.982667
262,14.9,4.7,14.9,10,2.45,1181.65,0.984708
263,15.9,10.1,15.9,10.1,3,1184.65,0.987208
264,14.2,11.6,14.2,11.6,2.9,1187.55,0.989625
265,20.2,11.5,20.2,11.5,5.85,1193.4,0.9945
266,16.1,2.1,16.1,10,3.05,1196.45,0.997042
267,18.1,0.7,18.1,10,4.05,1200.5,1.000417
268,13.3,3.1,13.3,10,1.65,1202.15,1.001792
269,16.6,5.2,16.6,10,3.3,1205.45,1.004542
270,11.8,4.9,11.8,10,0.9,1206.35,1.005292
271,12.2,3.5,12.2,10,1.1,1207.45,1.006208
272,10.7,-2,10.7,10,0.35,1207.8,1.0065
273,15.9,2.4,15.9,10,2.95,1210.75,1.008958
274,17.1,5,17.1,10,3.55,1214.3,1.011917
275,8.2,-0.6,8.2,10,0,1214.3,1.011917
276,21.2,1.9,21.2,10,5.6,1219.9,1.016583
277,13.5,-0.6,13.5,10,1.75,1221.65,1.018042
278,16.7,-2.1,16.7,10,3.35,1225,1.020833
279,24.6,8.8,24.6,10,7.3,1232.3,1.026917
280,27,12.1,27,12.1,9.55,1241.85,1.034875
281,14.1,3.1,14.1,10,2.05,1243.9,1.036583
282,6.7,-3.5,6.7,10,0,1243.9,1.036583
283,10.6,-3.4,10.6,10,0.3,1244.2,1.036833
284,13.9,-3.1,13.9,10,1.95,1246.15,1.038458
285,9.9,-3.9,9.9,10,0,1246.15,1.038458
286,11.7,-5.2,11.7,10,0.85,1247,1.039167
287,16.4,0.7,16.4,10,3.2,1250.2,1.041833
288,14.9,3.4,14.9,10,2.45,1252.65,1.043875
289,16.2,9.9,16.2,10,3.1,1255.75,1.046458
290,12.6,2.9,12.6,10,1.3,1257.05,1.047542
291,16.3,-0.6,16.3,10,3.15,1260.2,1.050167
292,16.7,2.9,16.7,10,3.35,1263.55,1.052958
293,13,2.2,13,10,1.5,1265.05,1.054208
294,9.7,0.5,9.7,10,0,1265.05,1.054208
295,14.7,-2.2,14.7,10,2.35,1267.4,1.056167
296,21.5,0.8,21.5,10,5.75,1273.15,1.060958
297,20.8,3.4,20.8,10,5.4,1278.55,1.065458
298,20.1,2.4,20.1,10,5.05,1283.6,1.069667
299,10.9,5,10.9,10,0.45,1284.05,1.070042
300,5,-1,5,10,0,1284.05,1.070042
301,13.2,0.5,13.2,10,1.6,1285.65,1.071375
302,2,-2.1,2,10,0,1285.65,1.071375
303,4.4,-3.1,4.4,10,0,1285.65,1.071375
304,3.8,-4.8,3.8,10,0,1285.65,1.071375
305,6.1,-7.7,6.1,10,0,1285.65,1.071375
306,5.3,-1.7,5.3,10,0,1285.65,1.071375
307,12,-3,12,10,1,1286.65,1.072208
308,11.8,6.6,11.8,10,0.9,1287.55,1.072958
309,8.2,-5.3,8.2,10,0,1287.55,1.072958
310,-3.1,-7.4,-3.1,10,0,1287.55,1.072958
311,4.2,-9.3,4.2,10,0,1287.55,1.072958
312,6.8,-4.5,6.8,10,0,1287.55,1.072958
313,7.3,-6.3,7.3,10,0,1287.55,1.072958
314,7.1,-1.8,7.1,10,0,1287.55,1.072958
315,10.8,-4.8,10.8,10,0.4,1287.95,1.073292
316,8.4,-6.2,8.4,10,0,1287.95,1.073292
317,13.4,4.7,13.4,10,1.7,1289.65,1.074708
318,5.2,0.3,5.2,10,0,1289.65,1.074708
319,3.3,-1,3.3,10,0,1289.65,1.074708
320,2.2,-0.9,2.2,10,0,1289.65,1.074708
321,8.8,-2.8,8.8,10,0,1289.65,1.074708
322,5,-3.5,5,10,0,1289.65,1.074708
323,5.7,-5.1,5.7,10,0,1289.65,1.074708
324,2,-8.3,2,10,0,1289.65,1.074708
325,10.8,-0.2,10.8,10,0.4,1290.05,1.075042
326,7.2,-3,7.2,10,0,1290.05,1.075042
327,11.6,0.1,11.6,10,0.8,1290.85,1.075708
328,1.7,-1,1.7,10,0,1290.85,1.075708
329,2.5,-0.3,2.5,10,0,1290.85,1.075708
330,2.6,-9.2,2.6,10,0,1290.85,1.075708
331,-3.8,-9.2,-3.8,10,0,1290.85,1.075708
332,-2.9,-9.9,-2.9,10,0,1290.85,1.075708
333,-5.3,-7.4,-5.3,10,0,1290.85,1.075708
334,-2.4,-7.4,-2.4,10,0,1290.85,1.075708
335,4.5,-6.7,4.5,10,0,1290.85,1.075708
336,5.8,-3.8,5.8,10,0,1290.85,1.075708
337,-0.4,-4.9,-0.4,10,0,1290.85,1.075708
338,2.3,-0.9,2.3,10,0,1290.85,1.075708
339,1.9,0,1.9,10,0,1290.85,1.075708
340,1.6,-6,1.6,10,0,1290.85,1.075708
341,0.1,-6.9,0.1,10,0,1290.85,1.075708
342,2.2,-2.8,2.2,10,0,1290.85,1.075708
343,6.7,-1.4,6.7,10,0,1290.85,1.075708
344,4.3,-8.8,4.3,10,0,1290.85,1.075708
345,-1.8,-11.4,-1.8,10,0,1290.85,1.075708
346,4.2,-5.7,4.2,10,0,1290.85,1.075708
347,5.1,0.7,5.1,10,0,1290.85,1.075708
348,4.6,1.2,4.6,10,0,1290.85,1.075708
349,6.8,0.2,6.8,10,0,1290.85,1.075708
350,2,0.3,2,10,0,1290.85,1.075708
351,2.6,0.2,2.6,10,0,1290.85,1.075708
352,1.6,-0.2,1.6,10,0,1290.85,1.075708
353,0.5,-0.4,0.5,10,0,1290.85,1.075708
354,0.8,-3.8,0.8,10,0,1290.85,1.075708
355,-3.8,-7.1,-3.8,10,0,1290.85,1.075708
356,-4.7,-10.9,-4.7,10,0,1290.85,1.075708
357,-6.7,-11.9,-6.7,10,0,1290.85,1.075708
358,-10.7,-15.4,-10.7,10,0,1290.85,1.075708
359,-11.7,-18.3,-11.7,10,0,1290.85,1.075708
360,-14.8,-21.1,-14.8,10,0,1290.85,1.075708
361,-13.1,-19.1,-13.1,10,0,1290.85,1.075708
362,-10.6,-21.6,-10.6,10,0,1290.85,1.075708
363,-6.7,-16.2,-6.7,10,0,1290.85,1.075708
364,-4.8,-18.9,-4.8,10,0,1290.85,1.075708
365,1.5,-5.4,1.5,10,0,1290.85,1.075708
1,2.1,-10.7,2.1,10,0,0,0
2,-7.7,-10.5,-7.7,10,0,0,0
3,-4.3,-15.9,-4.3,10,0,0,0
4,-5.6,-16.5,-5.6,10,0,0,0
5,-5.9,-19.8,-5.9,10,0,0,0
6,-4,-6.7,-4,10,0,0,0
7,-6.4,-22.4,-6.4,10,0,0,0
8,-13.8,-24.9,-13.8,10,0,0,0
9,-11.3,-28.4,-11.3,10,0,0,0
10,-0.8,-11.3,-0.8,10,0,0,0
11,-1,-15.2,-1,10,0,0,0
12,-2.3,-12,-2.3,10,0,0,0
13,-12,-23.4,-12,10,0,0,0
14,-21.6,-29.3,-21.6,10,0,0,0
15,-25.2,-31.9,-25.2,10,0,0,0
16,-16.3,-31.8,-16.3,10,0,0,0
17,-16.4,-30.3,-16.4,10,0,0,0
18,-27.3,-34.4,-27.3,10,0,0,0
19,-19,-34.4,-19,10,0,0,0
20,-18.3,-33.6,-18.3,10,0,0,0
21,-7,-20.2,-7,10,0,0,0
22,-3.4,-13.3,-3.4,10,0,0,0
23,2,-7,2,10,0,0,0
24,-2.9,-15.4,-2.9,10,0,0,0
25,-4.7,-10.8,-4.7,10,0,0,0
26,-7.8,-12.1,-7.8,10,0,0,0
27,-2.3,-8.2,-2.3,10,0,0,0
28,-4.3,-14.1,-4.3,10,0,0,0
29,-9.5,-21.1,-9.5,10,0,0,0
30,-12.3,-28.6,-12.3,10,0,0,0
31,-17,-30.3,-17,10,0,0,0
32,-14.7,-29.2,-14.7,10,0,0,0
33,-11.3,-23,-11.3,10,0,0,0
34,-11.6,-25.4,-11.6,10,0,0,0
35,-10.4,-20.9,-10.4,10,0,0,0
36,-8.5,-18.3,-8.5,10,0,0,0
37,-7.5,-20.6,-7.5,10,0,0,0
38,-14.9,-22.8,-14.9,10,0,0,0
39,-14.8,-20.4,-14.8,10,0,0,0
40,-13.6,-29.9,-13.6,10,0,0,0
41,-10.3,-29.6,-10.3,10,0,0,0
42,-5.7,-21.5,-5.7,10,0,0,0
43,-5.1,-12.9,-5.1,10,0,0,0
44,-4.7,-14.4,-4.7,10,0,0,0
45,1.5,-14.6,1.5,10,0,0,0
46,1.5,-11.9,1.5,10,0,0,0
47,1.7,-16.9,1.7,10,0,0,0
48,6.4,-7.1,6.4,10,0,0,0
49,7,-5,7,10,0,0,0
50,7.7,3.1,7.7,10,0,0,0
51,3,-3.9,3,10,0,0,0
52,2.3,-5.9,2.3,10,0,0,0
53,-3.7,-9.4,-3.7,10,0,0,0
54,-7.6,-11.3,-7.6,10,0,0,0
55,-6.5,-18.7,-6.5,10,0,0,0
56,-6.6,-18.1,-6.6,10,0,0,0
57,-6,-25.6,-6,10,0,0,0
58,-6.9,-27.3,-6.9,10,0,0,0
59,-2.6,-15.4,-2.6,10,0,0,0
60,-1.4,-15,-1.4,10,0,0,0
61,1.8,-9.4,1.8,10,0,0,0
62,5.8,-6.2,5.8,10,0,0,0
63,6.8,-0.4,6.8,10,0,0,0
64,6.6,-3,6.6,10,0,0,0
65,6.5,-0.4,6.5,10,0,0,0
66,4.6,-4.8,4.6,10,0,0,0
67,-1.4,-6.6,-1.4,10,0,0,0
68,0.5,-8.6,0.5,10,0,0,0
69,0.9,-6,0.9,10,0,0,0
70,2.8,-8.4,2.8,10,0,0,0
71,7.3,-1.4,7.3,10,0,0,0
72,2.7,-2.8,2.7,10,0,0,0
73,11,-2.1,11,10,0.5,0,0
74,4.1,-4.5,4.1,10,0,0,0
75,2,-7,2,10,0,0,0
76,1.6,-5.8,1.6,10,0,0,0
77,2.5,-4.2,2.5,10,0,0,0
78,9.5,-5.6,9.5,10,0,0,0
79,14.9,0.8,14.9,10,2.45,0,0
80,11,1.6,11,10,0.5,0,0
81,18.8,0.6,18.8,10,4.4,0,0
82,13.8,-0.6,13.8,10,1.9,0,0
83,4.2,0,4.2,10,0,0,0
84,6.3,-17.2,6.3,10,0,0,0
85,4.7,-10.1,4.7,10,0,0,0
86,8.8,-1.7,8.8,10,0,0,0
87,5.1,-3,5.1,10,0,0,0
88,3.8,-15.8,3.8,10,0,0,0
89,5.7,-11.6,5.7,10,0,0,0
90,13.6,-4.4,13.6,10,1.8,0,0
91,18.1,-1.9,18.1,10,4.05,0,0
92,11.6,-0.5,11.6,10,0.8,0,0
93,9.4,-4.3,9.4,10,0,0,0
94,16.1,-1,16.1,10,3.05,0,0
95,0.6,-5.3,0.6,10,0,0,0
